asset_type,asset_key,target_path,width,height,prompt
food,food-011,foods/food-011.webp,800,600,"Photorealistic Korean delivery-app food photography of 부대찌개. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-012,foods/food-012.webp,800,600,"Photorealistic Korean delivery-app food photography of 오징어볶음. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-013,foods/food-013.webp,800,600,"Photorealistic Korean delivery-app food photography of 비빔냉면. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-014,foods/food-014.webp,800,600,"Photorealistic Korean delivery-app food photography of 해물파전. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-015,foods/food-015.webp,800,600,"Photorealistic Korean delivery-app food photography of 짜장면. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-016,foods/food-016.webp,800,600,"Photorealistic Korean delivery-app food photography of 짬뽕. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-017,foods/food-017.webp,800,600,"Photorealistic Korean delivery-app food photography of 마파두부. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-018,foods/food-018.webp,800,600,"Photorealistic Korean delivery-app food photography of 탕수육. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-019,foods/food-019.webp,800,600,"Photorealistic Korean delivery-app food photography of 마라탕. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-020,foods/food-020.webp,800,600,"Photorealistic Korean delivery-app food photography of 양꼬치. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-021,foods/food-021.webp,800,600,"Photorealistic Korean delivery-app food photography of 볶음밥. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-022,foods/food-022.webp,800,600,"Photorealistic Korean delivery-app food photography of 유산슬. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-023,foods/food-023.webp,800,600,"Photorealistic Korean delivery-app food photography of 돈코츠라멘. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-024,foods/food-024.webp,800,600,"Photorealistic Korean delivery-app food photography of 쇼유라멘. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-025,foods/food-025.webp,800,600,"Photorealistic Korean delivery-app food photography of 돈가스. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-026,foods/food-026.webp,800,600,"Photorealistic Korean delivery-app food photography of 초밥. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-027,foods/food-027.webp,800,600,"Photorealistic Korean delivery-app food photography of 규동. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-028,foods/food-028.webp,800,600,"Photorealistic Korean delivery-app food photography of 가라아게. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-029,foods/food-029.webp,800,600,"Photorealistic Korean delivery-app food photography of 우동. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-030,foods/food-030.webp,800,600,"Photorealistic Korean delivery-app food photography of 메밀소바. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-031,foods/food-031.webp,800,600,"Photorealistic Korean delivery-app food photography of 후라이드치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-032,foods/food-032.webp,800,600,"Photorealistic Korean delivery-app food photography of 양념치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-033,foods/food-033.webp,800,600,"Photorealistic Korean delivery-app food photography of 간장치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-034,foods/food-034.webp,800,600,"Photorealistic Korean delivery-app food photography of 매운양념치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-035,foods/food-035.webp,800,600,"Photorealistic Korean delivery-app food photography of 마늘치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-036,foods/food-036.webp,800,600,"Photorealistic Korean delivery-app food photography of 허니치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-037,foods/food-037.webp,800,600,"Photorealistic Korean delivery-app food photography of 파닭. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-038,foods/food-038.webp,800,600,"Photorealistic Korean delivery-app food photography of 숯불치킨. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-039,foods/food-039.webp,800,600,"Photorealistic Korean delivery-app food photography of 페퍼로니피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-040,foods/food-040.webp,800,600,"Photorealistic Korean delivery-app food photography of 치즈피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-041,foods/food-041.webp,800,600,"Photorealistic Korean delivery-app food photography of 고구마피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-042,foods/food-042.webp,800,600,"Photorealistic Korean delivery-app food photography of 불고기피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-043,foods/food-043.webp,800,600,"Photorealistic Korean delivery-app food photography of 하와이안피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-044,foods/food-044.webp,800,600,"Photorealistic Korean delivery-app food photography of 포테이토피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-045,foods/food-045.webp,800,600,"Photorealistic Korean delivery-app food photography of 고르곤졸라피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-046,foods/food-046.webp,800,600,"Photorealistic Korean delivery-app food photography of 핫치킨피자. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-047,foods/food-047.webp,800,600,"Photorealistic Korean delivery-app food photography of 떡볶이. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-048,foods/food-048.webp,800,600,"Photorealistic Korean delivery-app food photography of 라볶이. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-049,foods/food-049.webp,800,600,"Photorealistic Korean delivery-app food photography of 순대. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-050,foods/food-050.webp,800,600,"Photorealistic Korean delivery-app food photography of 튀김. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-051,foods/food-051.webp,800,600,"Photorealistic Korean delivery-app food photography of 김밥. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-052,foods/food-052.webp,800,600,"Photorealistic Korean delivery-app food photography of 쫄면. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-053,foods/food-053.webp,800,600,"Photorealistic Korean delivery-app food photography of 어묵. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-054,foods/food-054.webp,800,600,"Photorealistic Korean delivery-app food photography of 만두. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-055,foods/food-055.webp,800,600,"Photorealistic Korean delivery-app food photography of 초콜릿케이크. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-056,foods/food-056.webp,800,600,"Photorealistic Korean delivery-app food photography of 치즈케이크. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-057,foods/food-057.webp,800,600,"Photorealistic Korean delivery-app food photography of 크로플. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-058,foods/food-058.webp,800,600,"Photorealistic Korean delivery-app food photography of 도넛. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-059,foods/food-059.webp,800,600,"Photorealistic Korean delivery-app food photography of 팥빙수. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-060,foods/food-060.webp,800,600,"Photorealistic Korean delivery-app food photography of 아이스크림. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-061,foods/food-061.webp,800,600,"Photorealistic Korean delivery-app food photography of 소금빵. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-062,foods/food-062.webp,800,600,"Photorealistic Korean delivery-app food photography of 베이글. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-063,foods/food-063.webp,800,600,"Photorealistic Korean delivery-app food photography of 쌀국수. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-064,foods/food-064.webp,800,600,"Photorealistic Korean delivery-app food photography of 팟타이. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-065,foods/food-065.webp,800,600,"Photorealistic Korean delivery-app food photography of 타코. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-066,foods/food-066.webp,800,600,"Photorealistic Korean delivery-app food photography of 햄버거. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-067,foods/food-067.webp,800,600,"Photorealistic Korean delivery-app food photography of 파스타. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-068,foods/food-068.webp,800,600,"Photorealistic Korean delivery-app food photography of 샐러드. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-069,foods/food-069.webp,800,600,"Photorealistic Korean delivery-app food photography of 커리. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
food,food-070,foods/food-070.webp,800,600,"Photorealistic Korean delivery-app food photography of 케밥. Single finished dish, appetizing realistic plating, 45-degree camera angle, natural restaurant lighting, neutral tabletop, no text, no logos, no watermark, no people, high detail, consistent commercial food photography style."
restaurant,rest-001,restaurants/rest-001.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 청춘찌개, category 한식, type 찌개·백반. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-002,restaurants/rest-002.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 서울밥상, category 한식, type 찌개·백반. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-003,restaurants/rest-003.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 한성국밥, category 한식, type 찌개·백반. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-004,restaurants/rest-004.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 불맛공방, category 한식, type 고기·볶음. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-005,restaurants/rest-005.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 냉면마을, category 한식, type 고기·볶음. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-006,restaurants/rest-006.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 온기백반, category 한식, type 고기·볶음. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-007,restaurants/rest-007.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 맛나한상, category 한식, type 종합한식. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-008,restaurants/rest-008.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 정담식당, category 한식, type 종합한식. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-009,restaurants/rest-009.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 담소키친, category 한식, type 종합한식. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-010,restaurants/rest-010.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 한결식탁, category 한식, type 종합한식. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-011,restaurants/rest-011.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 홍콩반점 1998, category 중식, type 중식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-012,restaurants/rest-012.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 상하이웍, category 중식, type 중식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-013,restaurants/rest-013.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 마라공방, category 중식, type 중식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-014,restaurants/rest-014.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 용문각, category 중식, type 중식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-015,restaurants/rest-015.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 만리향, category 중식, type 중식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-016,restaurants/rest-016.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 멘야하루, category 일식, type 일식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-017,restaurants/rest-017.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 스시도리, category 일식, type 일식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-018,restaurants/rest-018.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 카츠연구소, category 일식, type 일식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-019,restaurants/rest-019.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 우동정원, category 일식, type 일식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-020,restaurants/rest-020.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 도쿄식탁, category 일식, type 일식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-021,restaurants/rest-021.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 바삭연구소, category 치킨, type 치킨 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-022,restaurants/rest-022.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 치킨살롱, category 치킨, type 치킨 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-023,restaurants/rest-023.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 불꽃치킨, category 치킨, type 치킨 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-024,restaurants/rest-024.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 골든윙, category 치킨, type 치킨 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-025,restaurants/rest-025.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 오븐클럽, category 피자, type 피자 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-026,restaurants/rest-026.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 피자스튜디오, category 피자, type 피자 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-027,restaurants/rest-027.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 도우하우스, category 피자, type 피자 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-028,restaurants/rest-028.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 치즈팩토리, category 피자, type 피자 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-029,restaurants/rest-029.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 오늘분식, category 분식, type 분식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-030,restaurants/rest-030.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 떡볶이공방, category 분식, type 분식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-031,restaurants/rest-031.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 골목김밥, category 분식, type 분식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-032,restaurants/rest-032.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 분식대장, category 분식, type 분식 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-033,restaurants/rest-033.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 스윗테이블, category 카페·디저트, type 카페·디저트 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-034,restaurants/rest-034.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 버터룸, category 카페·디저트, type 카페·디저트 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-035,restaurants/rest-035.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 카페모먼트, category 카페·디저트, type 카페·디저트 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-036,restaurants/rest-036.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 베이크온, category 카페·디저트, type 카페·디저트 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-037,restaurants/rest-037.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 월드키친, category 기타·글로벌, type 기타·글로벌 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-038,restaurants/rest-038.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 사이공테이블, category 기타·글로벌, type 기타·글로벌 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-039,restaurants/rest-039.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 타코스팟, category 기타·글로벌, type 기타·글로벌 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-040,restaurants/rest-040.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 커리하우스, category 기타·글로벌, type 기타·글로벌 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
restaurant,rest-041,restaurants/rest-041.webp,1200,800,"Photorealistic representative image for a Korean delivery restaurant named 버거랩, category 기타·글로벌, type 기타·글로벌 전문. Distinct believable restaurant interior or storefront, warm commercial photography, no readable brand text, no logos, no watermark, no people in close-up."
menu,food-001-v01,menus/food-001-v01.webp,600,450,"Photorealistic menu photography of 제육볶음 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-001-v02,menus/food-001-v02.webp,600,450,"Photorealistic menu photography of 제육볶음 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-001-v03,menus/food-001-v03.webp,600,450,"Photorealistic menu photography of 제육볶음 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
